serialno,familysize,income,race,ethnicity,numchildren,numelderly,veteran,disability,waittime,ranking,preferences
2017000706204,1,16570,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000706696,7,67000,1,0,5,0,0,1,inf,1,"[6, 5]"
2017000706809,2,17500,2,0,0,1,0,1,inf,2,"[2, 3, 1, 4]"
2017000707412,1,8500,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000707524,4,32000,2,0,1,0,0,1,inf,1,"[4, 5, 2, 3]"
2017000707661,1,15800,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000708162,1,19400,1,1,0,0,0,1,inf,1,"[1, 2, 3]"
2017000708306,1,20700,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000708429,3,7700,1,0,2,0,0,1,inf,4,"[3, 2, 1, 4]"
2017000709848,3,8000,8,0,1,0,0,1,inf,4,"[3, 2, 1, 4]"
2017000709957,1,12600,1,0,0,1,1,1,inf,1,"[1, 2, 3]"
2017000709983,3,30150,1,0,2,0,0,1,inf,2,"[3, 4, 1, 2]"
2017000710090,4,26400,2,0,1,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000710456,1,15000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000710720,2,25330,1,0,0,0,0,1,inf,3,"[2, 1, 4, 3]"
2017000710732,1,9100,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000711196,1,8800,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000711264,1,8700,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000711638,2,29140,1,0,0,0,0,1,inf,3,"[2, 3, 4, 1]"
2017000711761,2,27400,1,0,0,0,0,1,inf,2,"[2, 4, 1, 3]"
2017000712448,5,47600,1,0,3,0,1,1,inf,2,"[5, 6, 4]"
2017000712667,1,21500,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000712880,5,52000,1,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000713209,3,26500,1,0,0,2,0,1,inf,3,"[3, 2, 1, 4]"
2017000713686,1,15550,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000714051,3,14680,1,0,0,0,0,1,inf,3,"[3, 1, 4, 2]"
2017000714650,2,24800,1,0,0,0,0,1,inf,3,"[2, 3, 4, 1]"
2017000714787,6,59600,1,0,3,1,0,1,inf,1,"[6, 5]"
2017000715201,1,9770,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000715344,2,7100,2,0,0,1,0,1,inf,4,"[2, 3, 4, 1]"
2017000715660,4,21000,1,0,2,0,0,1,inf,1,"[4, 2, 3, 5]"
2017000716145,1,15000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000716893,1,15800,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000716953,2,28600,2,0,0,1,0,1,inf,4,"[2, 3, 4, 1]"
2017000717412,3,18930,2,0,0,0,0,1,inf,4,"[3, 2, 1, 4]"
2017000718262,4,33400,1,0,3,0,0,1,inf,1,"[4, 5, 2, 3]"
2017000718397,1,21400,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000718698,5,52000,9,0,3,0,0,1,inf,3,"[5, 4, 6]"
2017000719775,2,21300,2,0,0,0,0,1,inf,4,"[2, 1, 3, 4]"
2017000719933,6,12000,8,0,5,0,0,1,inf,1,"[6, 5]"
2017000720134,1,14900,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000720443,2,2160,1,0,0,2,0,1,inf,3,"[2, 3, 4, 1]"
2017000720628,2,17900,2,0,0,2,1,1,inf,2,"[2, 4, 1, 3]"
2017000720712,1,2400,2,0,0,0,0,1,inf,3,"[1, 3, 2]"
2017000721234,5,40000,2,0,3,0,0,1,inf,3,"[5, 4, 6]"
2017000721414,1,14000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000721955,1,8000,2,0,0,0,0,1,inf,3,"[1, 3, 2]"
2017000721957,1,17300,1,0,0,0,0,1,inf,2,"[1, 2, 3]"
2017000722096,1,10200,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000722237,5,4690,2,0,3,0,0,1,inf,3,"[5, 4, 6]"
2017000723247,1,8800,6,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000723747,4,27000,1,0,2,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000723785,2,20600,1,0,0,2,0,1,inf,2,"[2, 1, 4, 3]"
2017000724377,1,4250,1,0,0,0,0,1,inf,3,"[1, 3, 2]"
2017000724564,1,19000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000724665,2,25000,2,0,0,1,1,1,inf,3,"[2, 1, 3, 4]"
2017000724755,2,28000,1,0,0,0,0,1,inf,1,"[2, 4, 1, 3]"
2017000725115,2,28280,1,0,0,1,0,1,inf,4,"[2, 4, 1, 3]"
2017000726092,1,19000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000726883,4,15600,8,0,2,0,0,1,inf,1,"[4, 3, 2, 5]"
2017000727593,4,43250,2,0,1,0,0,1,inf,1,"[4, 2, 3, 5]"
2017000727639,1,1800,1,0,0,0,0,1,inf,2,"[1, 2, 3]"
2017000729453,2,5980,2,0,0,0,0,1,inf,1,"[2, 1, 4, 3]"
2017000729588,5,48500,1,0,2,0,0,1,inf,3,"[5, 4, 6]"
2017000729767,1,11000,2,1,0,1,0,1,inf,1,"[1, 3, 2]"
2017000730060,3,24000,1,0,0,0,0,1,inf,4,"[3, 1, 4, 2]"
2017000730251,1,13300,2,0,0,0,0,1,inf,2,"[1, 2, 3]"
2017000732250,1,21300,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000732577,2,28000,1,0,0,0,0,1,inf,1,"[2, 4, 1, 3]"
2017000733600,4,41600,2,0,3,0,0,1,inf,3,"[4, 5, 2, 3]"
2017000733931,1,16500,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000734128,2,16000,1,0,1,0,0,1,inf,1,"[2, 4, 3, 1]"
2017000734687,5,20000,1,0,2,0,0,1,inf,2,"[5, 6, 4]"
2017000734751,1,18000,2,0,0,0,1,1,inf,2,"[1, 2, 3]"
2017000734766,2,29400,2,0,0,2,1,1,inf,1,"[2, 3, 1, 4]"
2017000735631,5,38880,2,0,2,0,0,1,inf,2,"[5, 6, 4]"
2017000735742,3,32000,1,0,2,0,0,1,inf,2,"[3, 2, 1, 4]"
2017000737133,1,12900,2,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000737894,1,11500,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000738519,1,10200,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000740313,1,19100,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000741383,1,1800,2,0,0,0,0,1,inf,2,"[1, 2, 3]"
2017000741496,1,17100,1,0,0,1,0,1,inf,3,"[1, 2, 3]"
2017000741856,3,32200,6,0,1,0,0,1,inf,4,"[3, 2, 1, 4]"
2017000742067,2,16820,2,1,0,1,0,1,inf,1,"[2, 4, 3, 1]"
2017000742258,3,24000,1,0,0,0,0,1,inf,4,"[3, 1, 2, 4]"
2017000743531,2,27300,1,0,0,1,0,1,inf,3,"[2, 4, 1, 3]"
2017000744294,5,11050,2,0,4,0,0,1,inf,3,"[5, 4, 6]"
2017000744297,2,6100,1,0,0,1,0,1,inf,4,"[2, 3, 4, 1]"
2017000745057,1,5900,6,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000745393,1,20000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000745873,1,10100,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000746356,1,14300,1,0,0,0,1,1,inf,1,"[1, 2, 3]"
2017000746574,5,41200,8,0,3,0,0,1,inf,3,"[5, 4, 6]"
2017000746625,1,10300,2,1,0,0,0,1,inf,1,"[1, 2, 3]"
2017000747398,4,38600,2,0,2,1,0,1,inf,3,"[4, 2, 5, 3]"
2017000747422,2,15800,6,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000747912,1,12000,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000748017,4,32000,2,0,3,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000749438,1,3000,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000749466,7,34500,9,0,2,0,1,1,inf,1,"[6, 5]"
2017000749604,1,21700,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000749692,2,19000,1,0,0,0,0,1,inf,2,"[2, 4, 3, 1]"
2017000749788,8,28980,1,0,6,0,0,1,inf,1,"[6, 5]"
2017000750006,2,12350,2,0,0,0,0,1,inf,2,"[2, 4, 3, 1]"
2017000750028,5,30000,1,0,3,0,1,1,inf,3,"[5, 4, 6]"
2017000750221,1,8700,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000750888,3,30300,1,0,0,1,0,1,inf,4,"[3, 2, 4, 1]"
2017000751131,2,8700,6,0,0,1,0,1,inf,2,"[2, 1, 4, 3]"
2017000751174,5,26200,2,0,3,0,0,1,inf,3,"[5, 4, 6]"
2017000751263,2,8900,2,0,1,1,0,1,inf,4,"[2, 4, 3, 1]"
2017000751267,2,22900,1,0,0,0,1,1,inf,3,"[2, 3, 4, 1]"
2017000752792,1,10000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000752848,1,15600,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000753378,3,9900,2,0,2,0,0,1,inf,3,"[3, 1, 4, 2]"
2017000753454,3,19000,2,0,2,0,0,1,inf,4,"[3, 1, 2, 4]"
2017000753847,3,27540,1,0,0,2,0,1,inf,1,"[3, 2, 1, 4]"
2017000753879,2,13860,1,0,0,0,0,1,inf,4,"[2, 3, 1, 4]"
2017000753963,1,8900,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000754631,2,21360,2,0,1,0,0,1,inf,4,"[2, 3, 1, 4]"
2017000754902,2,18000,6,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000755217,2,8400,2,1,1,0,0,1,inf,2,"[2, 4, 1, 3]"
2017000755626,2,28400,6,0,0,0,0,1,inf,4,"[2, 1, 3, 4]"
2017000755951,2,14100,1,0,0,2,0,1,inf,1,"[2, 1, 3, 4]"
2017000757181,1,10000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000757319,1,11000,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000757409,5,38000,8,0,1,0,0,1,inf,3,"[5, 4, 6]"
2017000757688,3,12300,1,0,1,0,0,1,inf,2,"[3, 1, 4, 2]"
2017000757894,1,12100,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000757897,3,30200,1,0,0,1,1,1,inf,4,"[3, 4, 2, 1]"
2017000758300,2,21000,2,0,0,0,1,1,inf,4,"[2, 4, 3, 1]"
2017000758962,2,3000,1,0,0,0,0,1,inf,2,"[2, 1, 3, 4]"
2017000759088,5,43000,1,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000759358,6,12500,1,0,3,0,0,1,inf,1,"[6, 5]"
2017000759416,2,11000,2,0,0,1,0,1,inf,3,"[2, 4, 1, 3]"
2017000760201,4,36000,1,0,2,0,0,1,inf,1,"[4, 3, 2, 5]"
2017000760857,2,29400,1,0,0,2,0,1,inf,1,"[2, 3, 1, 4]"
2017000761320,3,25000,2,0,2,0,0,1,inf,2,"[3, 4, 2, 1]"
2017000761902,1,5600,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000762129,4,5500,2,0,3,0,0,1,inf,1,"[4, 5, 2, 3]"
2017000762647,5,36600,1,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000763198,2,20000,2,0,0,0,0,1,inf,3,"[2, 3, 1, 4]"
2017000763655,1,2420,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000763721,1,15300,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000764382,2,10000,1,0,1,0,0,1,inf,1,"[2, 1, 4, 3]"
2017000764954,2,8500,1,0,0,0,0,1,inf,1,"[2, 4, 1, 3]"
2017000765487,1,5000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000765817,1,6000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000766649,1,2000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000766853,1,17000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000766983,3,20000,2,0,2,0,0,1,inf,1,"[3, 2, 4, 1]"
2017000767154,1,6900,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000767245,3,29700,8,0,2,0,0,1,inf,2,"[3, 4, 2, 1]"
2017000767290,4,37300,1,0,2,0,0,1,inf,1,"[4, 2, 3, 5]"
2017000767351,4,40000,6,0,0,0,0,1,inf,1,"[4, 5, 3, 2]"
2017000767666,2,5000,2,0,1,0,0,1,inf,1,"[2, 1, 3, 4]"
2017000768142,1,7800,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000768143,2,28500,1,0,0,2,1,1,inf,1,"[2, 4, 1, 3]"
2017000769423,1,20400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000769579,2,27000,2,0,0,0,0,1,inf,4,"[2, 3, 4, 1]"
2017000769751,1,18300,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000770114,2,12900,2,0,0,0,0,1,inf,3,"[2, 3, 1, 4]"
2017000770232,4,17600,1,0,2,0,0,1,inf,3,"[4, 3, 5, 2]"
2017000770292,1,20000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000770580,4,14400,6,0,1,2,0,1,inf,1,"[4, 2, 3, 5]"
2017000770855,2,26300,1,0,0,1,1,1,inf,1,"[2, 3, 1, 4]"
2017000770887,6,37100,2,0,4,0,0,1,inf,1,"[6, 5]"
2017000771646,2,19200,1,0,0,2,1,1,inf,1,"[2, 4, 1, 3]"
2017000771918,1,200,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000772112,2,25600,2,0,1,0,0,1,inf,2,"[2, 1, 3, 4]"
2017000772527,1,12000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000773567,1,9600,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000773738,4,36200,2,0,3,0,0,1,inf,4,"[4, 2, 3, 5]"
2017000773921,2,12000,1,0,1,0,0,1,inf,2,"[2, 1, 3, 4]"
2017000774105,4,23650,8,0,2,0,0,1,inf,3,"[4, 3, 2, 5]"
2017000774745,4,16000,2,0,3,0,0,1,inf,2,"[4, 5, 2, 3]"
2017000775763,1,20400,2,1,0,1,0,1,inf,2,"[1, 3, 2]"
2017000776110,1,20600,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000776192,4,42300,2,0,2,0,0,1,inf,2,"[4, 3, 5, 2]"
2017000776251,2,23800,2,0,0,1,0,1,inf,3,"[2, 3, 1, 4]"
2017000776999,1,20000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000777409,1,8600,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000777645,5,50000,2,0,3,0,0,1,inf,3,"[5, 4, 6]"
2017000778157,3,15000,1,0,2,0,0,1,inf,4,"[3, 4, 2, 1]"
2017000778494,1,800,2,1,0,0,0,1,inf,1,"[1, 3, 2]"
2017000778882,1,8000,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000778974,1,7500,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000778998,1,20600,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000780240,4,35400,2,0,1,0,0,1,inf,3,"[4, 3, 5, 2]"
2017000780311,2,18000,1,0,0,0,0,1,inf,2,"[2, 1, 3, 4]"
2017000780369,1,15900,1,0,0,1,1,1,inf,1,"[1, 2, 3]"
2017000780638,2,22600,1,0,0,1,0,1,inf,3,"[2, 3, 1, 4]"
2017000780707,1,15400,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000781047,1,16800,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000783014,1,18700,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000783129,1,9000,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000783407,1,5000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000783628,4,21600,1,0,2,0,0,1,inf,2,"[4, 3, 2, 5]"
2017000783838,1,8800,2,1,0,0,0,1,inf,1,"[1, 2, 3]"
2017000783905,1,8800,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000784030,3,35800,1,0,0,0,0,1,inf,3,"[3, 4, 1, 2]"
2017000785447,2,3600,2,0,0,0,0,1,inf,2,"[2, 1, 4, 3]"
2017000785802,2,10000,2,0,1,0,0,1,inf,3,"[2, 4, 1, 3]"
2017000785863,2,25900,2,0,0,1,1,1,inf,1,"[2, 3, 1, 4]"
2017000786353,2,18150,1,0,0,0,0,1,inf,2,"[2, 1, 3, 4]"
2017000786811,8,46400,6,0,4,0,0,1,inf,1,"[6, 5]"
2017000787063,1,15000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000787624,1,12000,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000787741,1,1400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000788015,2,27020,1,0,0,0,0,1,inf,4,"[2, 3, 4, 1]"
2017000788293,6,32500,2,0,3,0,0,1,inf,1,"[6, 5]"
2017000788367,2,17300,1,0,0,1,0,1,inf,4,"[2, 3, 4, 1]"
2017000788740,5,45000,8,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000788802,2,25200,1,0,0,2,0,1,inf,2,"[2, 1, 4, 3]"
2017000789553,1,14100,2,1,0,1,0,1,inf,1,"[1, 3, 2]"
2017000790144,1,19000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000790348,5,25000,8,0,3,0,0,1,inf,2,"[5, 6, 4]"
2017000790734,2,28000,6,0,0,0,0,1,inf,3,"[2, 3, 1, 4]"
2017000791179,3,26410,1,0,0,0,0,1,inf,4,"[3, 2, 4, 1]"
2017000791728,3,33100,1,0,0,2,0,1,inf,3,"[3, 4, 1, 2]"
2017000791792,1,21000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000791855,1,11200,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000792195,2,6000,2,0,1,0,0,1,inf,4,"[2, 4, 3, 1]"
2017000792329,11,66200,8,0,8,0,0,1,inf,1,"[6, 5]"
2017000792893,4,32500,1,0,0,0,0,1,inf,1,"[4, 2, 5, 3]"
2017000793780,1,2000,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000793822,4,10400,8,0,2,0,0,1,inf,1,"[4, 3, 5, 2]"
2017000793999,5,48400,1,0,0,0,0,1,inf,3,"[5, 4, 6]"
2017000794376,5,8500,2,0,4,0,0,1,inf,3,"[5, 4, 6]"
2017000795204,4,37700,1,0,2,0,0,1,inf,1,"[4, 3, 2, 5]"
2017000796401,1,8400,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000796532,1,5200,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000796710,1,4800,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000797854,2,16180,1,0,0,1,0,1,inf,3,"[2, 4, 1, 3]"
2017000797969,1,12000,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000797973,2,11200,2,0,1,0,0,1,inf,4,"[2, 1, 3, 4]"
2017000798035,3,35000,2,0,0,0,0,1,inf,3,"[3, 4, 2, 1]"
2017000798127,6,34000,8,0,2,0,0,1,inf,1,"[6, 5]"
2017000799067,1,12000,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000799110,4,41000,2,0,2,0,0,1,inf,1,"[4, 5, 2, 3]"
2017000799595,4,35000,8,0,2,0,0,1,inf,1,"[4, 3, 2, 5]"
2017000800018,2,24300,1,0,0,1,1,1,inf,3,"[2, 4, 1, 3]"
2017000800171,6,53500,1,0,3,0,1,1,inf,1,"[6, 5]"
2017000801544,1,14900,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000802404,1,9600,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000802657,1,14900,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000802733,5,29700,2,0,2,0,0,1,inf,3,"[5, 4, 6]"
2017000802748,1,9100,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000803309,1,20050,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000803320,2,60,1,0,0,0,0,1,inf,2,"[2, 1, 3, 4]"
2017000803699,2,29500,8,0,0,0,0,1,inf,4,"[2, 3, 4, 1]"
2017000804624,1,600,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000804899,2,18000,1,0,1,0,0,1,inf,2,"[2, 1, 4, 3]"
2017000805040,1,10700,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000805265,2,12900,2,0,0,0,0,1,inf,3,"[2, 3, 1, 4]"
2017000805895,2,14400,1,0,0,2,1,1,inf,3,"[2, 4, 1, 3]"
2017000805940,4,15000,2,0,1,0,0,1,inf,1,"[4, 2, 3, 5]"
2017000806165,1,1200,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000806324,1,12000,9,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000806832,1,14100,1,0,0,1,0,1,inf,2,"[1, 3, 2]"
2017000806835,9,44000,1,0,6,0,0,1,inf,1,"[6, 5]"
2017000807358,3,24500,6,0,1,0,0,1,inf,2,"[3, 1, 4, 2]"
2017000807465,1,16500,1,0,0,1,1,1,inf,1,"[1, 2, 3]"
2017000807526,3,29730,2,0,2,0,0,1,inf,3,"[3, 2, 1, 4]"
2017000808101,2,18000,1,0,0,2,0,1,inf,2,"[2, 1, 4, 3]"
2017000808436,5,24700,2,0,0,3,0,1,inf,1,"[5, 4, 6]"
2017000808467,2,17300,1,0,0,2,0,1,inf,2,"[2, 1, 3, 4]"
2017000808522,2,9020,2,0,0,0,0,1,inf,4,"[2, 4, 3, 1]"
2017000808576,1,19000,6,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000808585,1,16300,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000809077,4,25600,1,0,3,0,0,1,inf,1,"[4, 5, 3, 2]"
2017000809272,1,13200,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000809343,1,2100,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000809408,3,27600,8,0,1,0,0,1,inf,3,"[3, 4, 1, 2]"
2017000809962,1,11400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000810181,1,7000,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000810256,2,17800,1,0,1,0,0,1,inf,3,"[2, 4, 1, 3]"
2017000810395,1,20020,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000810591,4,12000,2,0,3,0,0,1,inf,1,"[4, 3, 2, 5]"
2017000810970,1,6700,6,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000811065,3,26900,9,0,0,1,0,1,inf,3,"[3, 2, 1, 4]"
2017000811096,1,20500,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000812194,4,42900,1,0,1,0,0,1,inf,4,"[4, 3, 5, 2]"
2017000812361,1,8800,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000812553,4,25600,2,0,3,0,0,1,inf,4,"[4, 5, 2, 3]"
2017000814111,1,15600,5,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000814282,1,18400,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000814349,3,9800,2,0,2,1,0,1,inf,4,"[3, 4, 2, 1]"
2017000814380,6,22000,1,0,4,0,0,1,inf,1,"[6, 5]"
2017000814943,1,16600,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000815398,3,28100,1,0,0,1,0,1,inf,2,"[3, 1, 4, 2]"
2017000815567,1,16200,2,1,0,0,0,1,inf,1,"[1, 2, 3]"
2017000816407,2,12800,1,0,0,1,1,1,inf,1,"[2, 3, 1, 4]"
2017000816475,2,16640,2,0,0,0,1,1,inf,2,"[2, 1, 4, 3]"
2017000817290,1,18000,1,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000817572,2,29500,1,0,0,2,0,1,inf,1,"[2, 4, 3, 1]"
2017000817957,2,12140,6,0,0,1,0,1,inf,4,"[2, 1, 4, 3]"
2017000818095,2,600,1,0,1,0,0,1,inf,3,"[2, 4, 1, 3]"
2017000818496,1,12900,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000818538,2,2800,1,0,0,0,0,1,inf,3,"[2, 3, 1, 4]"
2017000820290,1,15200,1,0,0,1,0,1,inf,2,"[1, 3, 2]"
2017000820307,2,26500,1,0,0,2,1,1,inf,1,"[2, 3, 1, 4]"
2017000821027,2,5100,1,0,0,1,0,1,inf,2,"[2, 3, 1, 4]"
2017000821262,2,15500,2,1,0,0,0,1,inf,4,"[2, 4, 3, 1]"
2017000821564,3,14280,2,0,0,2,1,1,inf,4,"[3, 1, 4, 2]"
2017000821692,1,11500,2,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000821725,1,7810,2,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000821980,4,42000,8,0,2,0,0,1,inf,4,"[4, 2, 3, 5]"
2017000822548,5,45000,1,0,4,0,0,1,inf,2,"[5, 6, 4]"
2017000822624,2,21900,2,1,0,2,1,1,inf,1,"[2, 3, 4, 1]"
2017000822752,1,9500,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000823336,1,13900,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000823351,2,14150,1,0,0,2,0,1,inf,1,"[2, 1, 4, 3]"
2017000823762,1,8000,2,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000824304,1,5000,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000824994,4,20000,9,0,2,0,0,1,inf,4,"[4, 2, 3, 5]"
2017000826160,4,21000,1,0,2,0,1,1,inf,1,"[4, 2, 3, 5]"
2017000827108,5,43400,2,0,2,0,0,1,inf,2,"[5, 6, 4]"
2017000828681,1,16000,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000828877,5,45070,9,0,2,1,0,1,inf,1,"[5, 4, 6]"
2017000829201,2,22800,1,0,0,2,0,1,inf,2,"[2, 4, 3, 1]"
2017000829617,1,11200,1,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000829862,1,11030,1,1,0,1,0,1,inf,1,"[1, 2, 3]"
2017000829889,3,31700,1,0,1,0,0,1,inf,4,"[3, 2, 4, 1]"
2017000829901,1,12000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000830095,1,21800,1,0,0,1,0,1,inf,1,"[1, 2, 3]"
2017000830251,4,30000,1,0,2,0,0,1,inf,3,"[4, 5, 3, 2]"
2017000830813,3,1160,2,0,1,0,0,1,inf,1,"[3, 1, 2, 4]"
2017000830872,2,25000,1,0,1,0,0,1,inf,2,"[2, 1, 3, 4]"
2017000831061,3,19100,9,0,2,0,0,1,inf,1,"[3, 2, 4, 1]"
2017000831071,2,26800,1,0,0,1,0,1,inf,1,"[2, 1, 4, 3]"
2017000831542,1,9300,9,0,0,1,1,1,inf,1,"[1, 3, 2]"
2017000831792,4,6200,6,0,2,0,0,1,inf,3,"[4, 5, 3, 2]"
2017000832203,1,21000,2,0,0,0,0,1,inf,1,"[1, 3, 2]"
2017000832920,1,7200,1,0,0,0,0,1,inf,1,"[1, 2, 3]"
2017000832946,1,1800,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
2017000833013,3,3600,2,0,0,2,1,1,inf,3,"[3, 1, 2, 4]"
2017000833093,1,14000,1,0,0,1,0,1,inf,1,"[1, 3, 2]"
